 ,Label,Area,Mean,Min,Max,Length
92,22_B03_act104_egfrc-1.nd2:1890-1206,409.747,2433.069,523.000,36074.000,532.551
93,22_B03_act104_egfrc-1.nd2:2106-1124,118.456,975.204,520.640,4874.480,151.042
94,22_B03_act104_egfrc-1.nd2:3422-0942,226.372,2592.068,502.000,24578.000,293.339
95,22_B03_act104_egfrc-1.nd2:3390-0500,73.771,1604.849,528.515,11686.000,89.082
96,22_B03_act104_egfrc-1.nd2:3526-0612,87.261,1351.724,539.000,3885.000,126.102
97,22_B03_act104_egfrc-1.nd2:3546-0936,174.100,999.250,477.000,4947.000,232.342
98,22_B03_act104_egfrc-1.nd2:1786-2358,131.524,2353.467,556.210,5641.000,158.644
99,22_B03_act104_egfrc-1.nd2:2114-2764,293.399,3156.991,473.000,20396.391,373.074
100,22_B03_act104_egfrc-1.nd2:2030-3334,292.134,4138.081,514.000,43746.000,352.880
101,22_B03_act104_egfrc-1.nd2:1804-3572,593.542,1522.748,470.000,9067.000,852.640
102,22_B03_act104_egfrc-1.nd2:2532-3488,270.635,1191.777,479.000,15684.000,335.226
103,22_B03_act104_egfrc-1.nd2:3372-3158,189.276,2186.987,502.000,12936.000,267.026
104,22_B03_act104_egfrc-1.nd2:3494-2348,233.960,5022.522,654.000,23305.000,287.768
105,22_B03_act104_egfrc-1.nd2:3216-2796,129.416,3204.274,589.000,21671.000,188.116
106,22_B03_act104_egfrc-1.nd2:3252-2704,178.737,4596.298,535.000,22700.000,258.218
107,22_B03_act104_egfrc-1.nd2:3282-3158,192.227,2741.076,531.500,22112.000,283.124
108,22_B03_act104_egfrc-1.nd2:3450-3464,204.030,1076.204,492.730,3709.720,258.270
109,22_B03_act104_egfrc-1.nd2:3466-3268,197.707,901.740,429.000,3233.000,248.685
110,22_B03_act104_egfrc-1.nd2:3556-2540,274.851,2571.505,517.000,9959.000,386.884
111,22_B03_act104_egfrc-1.nd2:3088-3216,456.539,1481.507,0.000,19462.000,603.087
112,22_B03_act104_egfrc-1.nd2:2164-3114,262.204,2782.792,497.000,16008.000,330.868
113,22_B03_act104_egfrc-1.nd2:2734-1180,352.416,1350.353,479.000,8592.000,433.475
114,22_B03_act104_egfrc-1.nd2:2310-1744,643.285,2190.241,457.320,29410.520,792.523
115,22_B03_act104_egfrc-1.nd2:3128-1026,97.378,1866.850,470.000,4577.000,125.082
116,22_B03_act104_egfrc-1.nd2:2658-1104,117.612,4849.181,482.000,16319.400,146.513
117,22_B03_act104_egfrc-1.nd2:3310-1400,435.883,2911.019,526.020,11537.890,539.942
118,22_B03_act104_egfrc-1.nd2:1254-3070,173.257,6836.419,589.213,26165.000,234.307
119,22_B03_act104_egfrc-1.nd2:1650-3026,339.769,1329.525,452.000,10273.000,457.365
120,22_B03_act104_egfrc-1.nd2:2240-3002,244.921,2780.827,501.000,12792.900,307.786
121,22_B03_act104_egfrc-1.nd2:0336-3002,384.032,2516.326,513.000,24294.000,483.749
122,22_B03_act104_egfrc-1.nd2:1328-2282,92.319,3003.057,585.800,9822.000,139.139
123,22_B03_act104_egfrc-1.nd2:0922-2776,208.667,3923.786,473.000,18501.000,259.008
124,22_B03_act104_egfrc-1.nd2:0766-3310,293.820,2187.717,507.000,15168.500,398.739
125,22_B03_act104_egfrc-1.nd2:3292-2176,92.319,1667.567,626.210,3119.600,124.701
126,22_B03_act104_egfrc-1.nd2:3468-1722,198.550,1780.419,518.000,8491.048,242.470
127,22_B03_act104_egfrc-1.nd2:2708-1256,476.773,1419.960,477.000,9296.180,593.619
128,22_B03_act104_egfrc-1.nd2:3346-1608,273.586,2582.272,526.180,11028.000,350.852
