 ,Label,Area,Mean,Min,Max,Length
239,47_D02_trka_bmpr211m2-1.nd2:2512-1455,202.388,1191.121,495.000,11156.250,261.790
240,47_D02_trka_bmpr211m2-1.nd2:2331-1385,267.034,1153.845,492.000,3992.000,344.910
241,47_D02_trka_bmpr211m2-1.nd2:2669-2838,222.669,1586.344,527.000,4472.000,304.374
242,47_D02_trka_bmpr211m2-1.nd2:2917-2941,389.142,1019.241,493.340,5115.000,510.596
243,47_D02_trka_bmpr211m2-1.nd2:2603-3168,92.110,882.848,558.000,1854.000,133.631
244,47_D02_trka_bmpr211m2-1.nd2:2703-3205,152.530,1043.670,504.000,3009.000,218.981
245,47_D02_trka_bmpr211m2-1.nd2:2702-3215,99.715,1353.087,522.000,2131.000,138.281
246,47_D02_trka_bmpr211m2-1.nd2:2997-3486,84.927,1420.776,545.000,4769.000,119.397
247,47_D02_trka_bmpr211m2-1.nd2:2628-1365,124.644,1960.620,499.000,5660.120,166.088
248,47_D02_trka_bmpr211m2-1.nd2:2876-0198,195.628,1252.937,526.000,3043.720,266.567
249,47_D02_trka_bmpr211m2-1.nd2:3283-0120,309.708,1314.003,507.884,3615.523,420.957
250,47_D02_trka_bmpr211m2-1.nd2:3401-0038,193.515,1030.669,462.000,3593.000,281.488
251,47_D02_trka_bmpr211m2-1.nd2,205.768,929.482,491.500,2586.000,281.738
252,47_D02_trka_bmpr211m2-1.nd2:3396-0056,205.768,929.482,491.500,2586.000,281.738
253,47_D02_trka_bmpr211m2-1.nd2:3286-0078,323.229,1058.254,467.000,4809.160,449.641
254,47_D02_trka_bmpr211m2-1.nd2:3329-0158,235.345,779.355,476.000,3320.431,327.694
255,47_D02_trka_bmpr211m2-1.nd2:3502-0214,82.392,1400.094,581.400,3052.040,120.369
256,47_D02_trka_bmpr211m2-1.nd2:3429-0290,109.433,817.216,516.000,2763.626,146.791
257,47_D02_trka_bmpr211m2-1.nd2:3506-0268,75.209,1063.803,469.000,3038.000,111.457
258,47_D02_trka_bmpr211m2-1.nd2:3231-0235,98.448,831.370,487.420,2739.000,136.362
259,47_D02_trka_bmpr211m2-1.nd2:2967-0216,182.952,898.492,481.000,2405.900,246.697
260,47_D02_trka_bmpr211m2-1.nd2:3283-0388,163.516,1045.348,513.000,4259.840,217.667
261,47_D02_trka_bmpr211m2-1.nd2:2477-0449,74.364,1540.396,520.000,3904.000,99.138
262,47_D02_trka_bmpr211m2-1.nd2:2524-0371,133.939,1071.207,509.640,4749.228,197.438
263,47_D02_trka_bmpr211m2-1.nd2:2777-0508,405.198,1081.231,479.000,7695.477,530.167
264,47_D02_trka_bmpr211m2-1.nd2:2952-0379,137.742,1534.175,515.700,11970.000,204.930
265,47_D02_trka_bmpr211m2-1.nd2:3090-0438,279.287,1152.545,500.620,3783.000,364.945
266,47_D02_trka_bmpr211m2-1.nd2:3368-0436,239.147,1011.266,505.000,4725.000,307.142
267,47_D02_trka_bmpr211m2-1.nd2:2935-0496,347.313,823.145,497.000,3030.540,486.587
268,47_D02_trka_bmpr211m2-1.nd2:3435-0484,198.585,1171.267,0.000,4753.170,282.374
269,47_D02_trka_bmpr211m2-1.nd2:3493-0599,123.376,811.251,502.840,3373.407,173.660
270,47_D02_trka_bmpr211m2-1.nd2:3077-1088,127.602,843.142,493.240,3603.000,177.325
271,47_D02_trka_bmpr211m2-1.nd2:2993-0582,106.053,1038.127,516.000,6527.000,157.885
272,47_D02_trka_bmpr211m2-1.nd2:3401-0641,202.810,1081.166,504.760,3331.640,281.074
273,47_D02_trka_bmpr211m2-1.nd2:3445-0660,171.544,1255.382,468.000,5396.000,245.752
274,47_D02_trka_bmpr211m2-1.nd2:3398-0671,122.531,992.385,538.000,2566.270,175.995
275,47_D02_trka_bmpr211m2-1.nd2:3523-0747,109.856,1068.890,566.000,2592.000,147.666
276,47_D02_trka_bmpr211m2-1.nd2:3416-0799,212.528,1193.353,532.350,2993.620,284.359
277,47_D02_trka_bmpr211m2-1.nd2:3279-0859,374.354,891.841,475.000,2939.947,505.892
278,47_D02_trka_bmpr211m2-1.nd2:3346-0842,291.962,1427.473,0.000,7708.530,405.402
279,47_D02_trka_bmpr211m2-1.nd2:1119-0033,81.547,1949.513,537.000,4938.000,117.083
280,47_D02_trka_bmpr211m2-1.nd2:2241-1553,146.192,2943.189,619.000,9400.148,218.802
281,47_D02_trka_bmpr211m2-1.nd2:2812-1621,267.034,827.983,499.000,4360.530,384.787
282,47_D02_trka_bmpr211m2-1.nd2:2903-0722,134.784,2120.203,542.990,10111.780,187.348
283,47_D02_trka_bmpr211m2-1.nd2:3060-0782,329.567,953.269,533.660,3627.000,478.999
