 ,Label,Area,Mean,Min,Max,Length
38,17_B08_BMPR2_HER2mb-1.nd2:1014-1378,230.639,841.815,504.400,2459.000,297.561
39,17_B08_BMPR2_HER2mb-1.nd2:1408-1656,188.053,931.736,493.000,2257.000,232.844
40,17_B08_BMPR2_HER2mb-1.nd2:1070-1018,104.568,1364.543,553.647,4807.000,142.980
41,17_B08_BMPR2_HER2mb-1.nd2:1052-1010,123.542,790.402,484.000,1614.739,163.710
42,17_B08_BMPR2_HER2mb-1.nd2:1518-0570,187.631,1274.028,463.000,8058.139,253.093
43,17_B08_BMPR2_HER2mb-1.nd2:1520-0190,150.527,1762.428,516.000,9337.000,194.000
44,17_B08_BMPR2_HER2mb-1.nd2:1702-0450,122.277,1153.823,489.000,6672.000,148.962
45,17_B08_BMPR2_HER2mb-1.nd2:0276-2104,182.150,1610.112,480.060,15023.700,266.832
46,17_B08_BMPR2_HER2mb-1.nd2:0066-2356,64.511,1935.826,485.000,8016.000,89.862
47,17_B08_BMPR2_HER2mb-1.nd2:0422-2212,137.877,2486.949,631.000,10394.000,187.262
48,17_B08_BMPR2_HER2mb-1.nd2:0090-2598,84.329,6199.192,642.000,18381.000,118.429
49,17_B08_BMPR2_HER2mb-1.nd2:0210-2638,50.597,2718.217,484.000,8796.000,75.937
50,17_B08_BMPR2_HER2mb-1.nd2:0076-2764,68.728,1337.851,507.840,3213.000,98.486
51,17_B08_BMPR2_HER2mb-1.nd2:0304-2792,276.177,1190.715,470.000,6546.000,389.520
52,17_B08_BMPR2_HER2mb-1.nd2:0130-3038,130.710,2243.910,489.000,8708.000,174.910
53,17_B08_BMPR2_HER2mb-1.nd2:1058-1544,63.668,2725.057,563.000,13619.000,90.331
54,17_B08_BMPR2_HER2mb-1.nd2:1114-1720,181.307,1489.722,521.000,7251.000,236.500
55,17_B08_BMPR2_HER2mb-1.nd2:1396-1718,168.236,5131.744,527.000,22611.373,210.867
56,17_B08_BMPR2_HER2mb-1.nd2:1260-1820,182.572,1469.075,517.000,10688.000,235.370
57,17_B08_BMPR2_HER2mb-1.nd2:2008-1276,234.856,1849.167,461.000,10372.320,336.895
58,17_B08_BMPR2_HER2mb-1.nd2:1234-1478,214.617,966.244,519.000,1967.000,297.784
59,17_B08_BMPR2_HER2mb-1.nd2:1632-0142,117.639,1028.701,501.000,2866.000,163.281
60,17_B08_BMPR2_HER2mb-1.nd2:1654-0210,145.467,825.425,439.000,2504.000,186.866
61,17_B08_BMPR2_HER2mb-1.nd2:1838-0912,94.870,1418.815,572.991,3271.074,133.495
62,17_B08_BMPR2_HER2mb-1.nd2:1562-1910,116.374,1203.604,502.620,3331.000,152.535
63,17_B08_BMPR2_HER2mb-1.nd2:1600-2010,158.960,4244.040,504.000,36435.398,199.980
64,17_B08_BMPR2_HER2mb-1.nd2:0944-2420,157.273,3889.048,562.000,16969.660,213.953
65,17_B08_BMPR2_HER2mb-1.nd2:0874-2554,184.680,1051.361,506.000,3881.000,238.588
66,17_B08_BMPR2_HER2mb-1.nd2:0288-2098,263.949,1196.319,477.000,9627.000,351.906
67,17_B08_BMPR2_HER2mb-1.nd2:2276-0872,166.128,1660.502,540.000,5618.300,226.866
68,17_B08_BMPR2_HER2mb-1.nd2:2222-1378,88.545,4898.939,537.000,19487.000,122.534
69,17_B08_BMPR2_HER2mb-1.nd2:2312-1486,105.411,1853.567,489.421,10407.940,137.150
70,17_B08_BMPR2_HER2mb-1.nd2:2292-1324,297.259,1633.829,485.000,8101.440,390.802
